,signal_OWNER_OCPY_REFI_MR,signal_owner_ocpy_eqty_mr,signal_owner_ocpy_home_mr,AcctActivitySearch,LoginApp_SessionLogin,MsgCtr_MsgSelection,Transfer,gmail,yahoo,emails_count_all,emails_promo,emails_svc,emails_svc_DCC,emails_svc_MBA,internet_statement,paper_statement,ACCTBALIN,ACCTCLSD,ACCTFECH,ACCTSRVINQ,AUTHPS,BNKADJMD,CHNLFEECH,CSESSSTRTD,CSHINSTCSH,CUSTINQ,CUSTINT,CUSTSNEND,DEPMD,EMLOPN,HELPDSPLYD,INCTRSNREC,INTDCPRFRM,INTDEPMD,IVROPTPRFM,LNKCLCKD,NTCDSPLYD,ODFEECH,OFRCRT,OFRDCLN,OFRPRSNT,PAGELOADD,PAGEVIEWD,PDINQ,PRCHMD,SESSTMOUT,SOTAPRFM,SYSACTPRFM,TRANEXCT,TRANIN,TRNFRMD,WTHDRWMD,avg_daily_bal,avg_ticket_size,calendar_month,cc_tenure_months,cnt_transactions,count_borrowing_products,count_invest_products,count_unique_products,CR_LNE_AMT,debit_tran_count,eom_bal_y,eom_bal_y_mom,eombal_perc_chng,int_accr_last_amt,intaccr_avgDbal,LAST_STMT_BAL,LAST_STMT_PAY_AMT,max_d_sn_last_cust_actv_d,max_d_sn_last_mds_dt,max_d_sn_last_pay_dt,mcg_count_cc,mcg_count_dc,min_d_sn_last_cust_actv_d,min_d_sn_last_mds_dt,min_d_sn_last_pay_dt,prev_cyc_02_avg_led_bal,recreation_mcg_dc,retail_mcg_cc,retail_mcg_dc,services_mcg_cc,services_mcg_dc,spend_chng_prox,stmtbal_to_cr_lne,stmtbal_to_pay,tenure,tkt_size,total_spend,total_spend_cr_lne,tran_amt_debit,travel_mcg_dc,agnt_tran,id_chg,ph_chg,vru_tran,CC_CONS_ACCT_CT,CC_CONS_EOM_BAL,CC_CONS_PRIM_ACCT_CT,CC_CONS_PRIM_EOM_BAL,CK_CARD_CONS_CARD_CT,CLS_ACCT_CT,CUST_SINCE_DT,CUST_TENURE,CUST_SRG_NUM,IBT_CK_CONS_ACCT_CT,IBT_CK_CONS_AVG_DY_BAL,IBT_CK_CONS_EOM_BAL,IBT_CK_CONS_PRIM_ACCT_CT,IBT_CK_CONS_PRIM_AVG_DY_B,IBT_CK_CONS_PRIM_EOM_BAL,MAX_OPEN_DT,MBL_IN,MIN_OPEN_DT,NIBT_CK_CONS_ACCT_CT,NIBT_CK_CONS_AVG_DY_BAL,NIBT_CK_CONS_EOM_BAL,NIBT_CK_CONS_PRIM_ACCT_CT,NIBT_CK_CONS_PRIM_AVG_DY_,NIBT_CK_CONS_PRIM_EOM_BAL,OL_IN,OPEN_ACCT_CT,PRIM_ACCT_CT,PROD_CONS_ACCT_CT,SAV_CONS_ACCT_CT,SAV_CONS_AVG_DY_BAL,SAV_CONS_EOM_BAL,SAV_CONS_PRIM_ACCT_CT,SAV_CONS_PRIM_AVG_DY_BAL,SAV_CONS_PRIM_EOM_BAL,SCNDRY_ACCT_CT,OLB_90_DY_ACT_IND,OLB_ACT_DY_CNT,OLB_ONLN_ACT_AGREE_ESN_IN,OLB_PRI_90_DY_ACT_IND,OLB_SGN_CNT,OLB_VLD_IND,DAYS_SINCE_BEV_FRST_SGN,DAYS_SINCE_BEV_LST_SGN,DAYS_SINCE_EMAIL_VLD,DAYS_SINCE_FRST_DSKTP_SGN,DAYS_SINCE_LST_DSKTP_SGN,DAYS_SINCE_OLB_ENRLL,DAYS_SINCE_OLB_AGREE_ESN,AROID_ACT_1_MO_IND,AROID_ACT_30_DY_IND,AROID_ACT_90_DY_IND,AROID_SESS_CNT,IPHN_ACT_1_MO_IND,IPHN_ACT_30_DY_IND,IPHN_ACT_90_DY_IND,IPHN_SESS_CNT,MBL_ACCT_SUMM_PG_CNT,MBL_ACT_ANY_90_DY_IND,MBL_ACT_ANY_SVC_1_MO_IND,MBL_ACT_ANY_SVC_30_DY_IND,MBL_ACT_ANY_SVC_90_DY_IND,MBL_ACT_DY_CNT,MBL_COMB_ACT_1_MO_IND,MBL_COMB_ACT_30_DY_IND,MBL_COMB_ACT_90_DY_IND,MBL_ON_US_XFR_ACT_1_MO_IN,MBL_ON_US_XFR_ACT_30_DY_I,MBL_ON_US_XFR_ACT_90_DY_I,MBL_ON_US_XFR_AMT,MBL_ON_US_XFR_CNT,MBL_PREV_ACT_ANY_90_DY_IN,MBL_PREV_APPL_ACT_90_DY_C,MBL_PREV_AROID_ACT_90_DY_,MBL_PREV_BRWSR_ACT_90_DY_,MBL_PREV_COMB_ACT_90_DY_I,MBL_PREV_IPHN_ACT_90_DY_I,MBL_TOT_APPL_SESS_CNT,MBL_TXT_ENRLL_IND,MBL_WF_TOT_SESS_CNT,MBL_XFR_ACT_1_MO_IND,MBL_XFR_ACT_30_DY_IND,MBL_XFR_ACT_90_DY_IND,MBL_XFR_AMT,MBL_XFR_CNT,MOB_ACT_1_MO_IND,MOB_ACT_30_DY_IND,MOB_ACT_90_DY_IND,MOB_ENRLL_IND,DAYS_SINCE_FRST_PH_SGN,DAYS_SINCE_LST_PH_SGN,DAYS_SINCE_MBL_WF_WEB_FRS,DAYS_SINCE_MBL_WF_WEB_LST,Alerts_Subs_Total,Direct_Deposit_Acct_Cnt,Direct_Deposit_Tran_Cnt,Direct_Deposit_Tran_Amt,ODP_Enroll_Acct_Cnt,MobileActivity_Agg,Transfer_Agg,Proactive_Agg,Transaction_Agg,Complain_Agg,Complain_Resolve_Agg,OweAccnt_Agg,OwnAccnt_Agg,Own_Bal_Agg,Owe_Bal_Agg,Targ_BillPay
266964,40.76432071333335,11.033501767,58.95378529666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18789.0,72.0,60917904.0,0.0,0.0,0.0,0.0,0.0,0.0,16271.0,0.0,15316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,656122.4269999999,0.0,0
266796,219.0,75.0,230.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.666666666666667,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,1.6666666666666667,0.0,14.333333333333336,8.0,1.3333333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,4.333333333333333,5105.181666666667,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9629.166666666666,2811.875555566666,0.2310910464333333,0.00031251,6.964736933333334e-08,0.0,0.0,86.33333333333331,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,6555.839999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18512.0,81.0,83689328.0,0.0,0.0,0.0,0.0,0.0,0.0,19617.0,1.0,19534.0,1.0,9069.683333333332,8488.486666666668,1.0,9069.683333333332,8488.486666666668,1.0,3.0,3.0,3.0,1.0,1140.68,1140.68,1.0,1140.68,1140.68,0.0,1.0,40.0,1.0,1.0,1.0,1.0,2464.333333333333,21.33333333333333,0.0,2464.333333333333,21.33333333333333,2464.333333333333,2464.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.3333333333333333,5291.426666666666,1.0,13.333333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
129611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,-90.35,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,-114.81333333333332,13.311111110999999,-0.056113302833333344,0.0,0.0,0.0,0.0,13.666666666666664,0.0,0.0,0.0,0.017094016666666666,13.666666666666664,0.0,0.0,-2.3300000000000005,0.08206837,0.0,0.0,0.0,0.2512649633333333,5.234496123333334,0.0,0.0,6.333333333333332,3.00111111,0.0,0.0,9.003333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,13092.0,29.0,90262395.33333331,0.0,0.0,0.0,0.0,0.0,0.0,13790.0,0.0,13790.0,0.6666666666666666,-90.35,-114.81333333333332,0.6666666666666666,-90.35,-114.81333333333332,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333332,0.0,0.0,0.0,0.0,7.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,6.666666666666668,0.0,0.0,0.0,5.333333333333333,0.0,3.0,2.6666666666666665,60.80333333333334,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,6.333333333333332,48.36666666666667,25.39777777666667,9.553842618200001,0.0,0.0,0.0,0.0,6.333333333333332,0.0,0.0,0.0,0.10256410333333334,6.333333333333332,0.0,0.0,43.36000000000001,0.2687546066666667,0.0,0.42741003,0.0,0.30383536666666666,3.6822970266666655,0.0,0.0,58.0,17.029015150000006,0.0,0.0,116.21666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18541.0,83.0,92230234.0,0.0,0.0,0.0,0.0,0.0,0.0,19346.0,0.0,19346.0,1.0,60.80333333333334,48.36666666666667,1.0,60.80333333333334,48.36666666666667,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
424009,0.0,0.0,0.0,1.0,25.0,3.0,0.6666666666666666,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,3.0,1.3333333333333333,73.33333333333333,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,24.0,5.666666666666668,0.3333333333333333,0.0,0.0,0.0,0.0,40.333333333333336,32.666666666666664,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,115.0,71.33333333333333,105.66666666666669,0.3333333333333333,39.0,0.0,0.6666666666666666,5.333333333333333,36.0,1.3333333333333333,31.33333333333333,5.0,259.4933333366667,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,37.66666666666666,454.41666666666674,-516.5655555666666,-3.2226474570000003,1.406e-05,5.6111399333333336e-08,0.0,0.0,325.3333333333333,0.0,0.0,0.0,0.3675213666666666,0.3333333333333333,0.0,0.0,863.43,0.16444482333333332,0.0,0.3918146466666667,0.0,0.12989495,1.8487658,0.0,0.0,40.0,25.80321053333333,0.0,0.0,965.1133333333332,0.11385807666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16932.0,136.0,85109521.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,1.0,19591.0,1.0,752.4699999999997,414.07333333333327,1.0,752.4699999999997,414.07333333333327,1.0,5.0,4.0,5.0,2.0,26.01,40.34333333333333,1.0,26.0,40.333333333333336,1.0,1.0,30.0,1.0,1.0,10.0,1.0,1501.333333333333,5.666666666666668,0.0,1501.333333333333,5.666666666666668,2341.333333333333,2326.333333333333,1.0,1.0,1.0,14.333333333333336,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,14.333333333333336,0.0,14.333333333333336,1.0,1.0,1.0,33.333333333333336,0.6666666666666666,1.0,1.0,1.0,1.0,88.66666666666669,3.0,1489.333333333333,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
395310,0.0,0.0,0.0,2.0,42.333333333333336,0.0,5.333333333333333,1.0,0.0,3.333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.6666666666666667,9.333333333333334,128.0,0.0,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,6.333333333333332,3.6666666666666665,8.666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.0,68.66666666666667,128.66666666666666,69.0,0.3333333333333333,10.666666666666666,0.3333333333333333,221.66666666666663,27.33333333333333,53.66666666666666,2.6666666666666665,4.666666666666667,36.0,0.6666666666666666,35.666666666666664,4.666666666666667,2.6666666666666665,15.0,1.3333333333333333,-138.63166666666666,31.766666666666666,6.0,21.0,0.6666666666666666,1.0,0.0,2.0,800.0,4.333333333333333,-270.47,430.04,73.44687626300001,0.0,0.0,776.48,26.33333333333333,21.66666666666667,29.33333333333333,22.33333333333333,0.017094019999999998,0.06837607,10.0,29.33333333333333,22.33333333333333,-393.15,0.00607195,0.6666666666666666,0.0043170533333333335,0.0,0.2689909333333333,-0.3657889433333333,0.9733333333333332,750.1466666666665,44.0,21.91666666666667,31.766666666666666,0.03970833333333334,284.9166666666667,0.0,1.0,0.0,1.0,1.0,1.0,777.98,1.0,777.98,2.0,1.3333333333333333,15795.0,171.0,25536329.0,0.0,0.0,0.0,0.0,0.0,0.0,20964.0,1.0,19176.0,1.6666666666666667,-282.06666666666666,-270.47,1.6666666666666667,-282.06666666666666,-270.47,1.0,4.666666666666667,4.666666666666667,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,1.0,15.333333333333336,1.0,2180.333333333333,28.0,0.0,2180.333333333333,28.0,3766.333333333334,2180.333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,24.0,10.333333333333334,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,550.6666666666666,5.333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,24.33333333333333,1.0,1.0,1.0,550.6666666666666,5.333333333333333,1.0,1.0,1.0,1.0,89.66666666666669,2.333333333333333,2148.333333333333,2.333333333333333,0.0,0.0,0.0,0.0,0.0,38.333333333333336,0.0,1.6666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
426544,0.0,0.0,0.0,6.333333333333332,24.0,2.6666666666666665,4.333333333333333,1.0,0.0,3.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,2.333333333333333,0.0,69.0,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,4.666666666666667,8.0,2.0,11.333333333333336,0.0,0.0,0.0,1.0,0.0,50.66666666666666,10.666666666666666,0.0,49.0,0.0,101.0,29.66666666666667,63.66666666666666,0.0,50.66666666666666,12.666666666666664,0.0,3.6666666666666665,42.0,6.333333333333332,11.666666666666664,9.0,7145.983333333333,38.640318713666666,6.0,12.0,23.0,1.0,0.0,3.0,1600.0,50.0,14176.726666666667,-846.7177776666666,-0.09594123246666668,0.003068743333333333,4.258684e-07,211.16,886.6633333333333,4.0,4.0,20.0,0.18803419,0.2905982933333333,0.0,4.0,20.0,15272.76333333333,0.31487461666666666,0.3211533366666666,0.36192302,0.18228593,0.2753252133333333,0.09950843,0.13,-675.5033333333333,21.0,30.64676364333333,866.93,0.54183125,1487.9266666666665,0.018896713333333332,0.0,0.0,0.0,0.0,1.0,540.2133333333333,1.0,540.2133333333333,1.0,0.3333333333333333,18017.0,98.0,96840275.0,0.0,0.0,0.0,0.0,0.0,0.0,20886.0,1.0,20349.0,1.0,1378.8466666666666,2975.68,1.0,1378.8466666666666,2975.68,1.0,4.0,4.0,4.0,1.0,12913.12,11201.046666666667,1.0,12913.12,11201.046666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,652.3333333333334,326.3333333333333,0.0,652.3333333333334,326.3333333333333,626.3333333333334,626.3333333333334,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,14.666666666666664,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,4910.713333333333,4.333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,22.0,0.0,22.0,1.0,1.0,1.0,4910.713333333333,4.333333333333333,1.0,1.0,1.0,1.0,89.33333333333331,1.0,626.3333333333334,1.0,0.0,0.6666666666666666,1.0,1819.166666666667,1.0,13.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151886066666667,0.0,0
146808,0.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.963333333333,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2791.5733333333337,366.93777778666663,0.11521316933333332,0.0,0.0,0.0,0.0,9.333333333333334,0.0,0.0,0.0,0.0,9.333333333333334,0.0,0.0,3409.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19611.0,45.0,134910758.0,0.0,0.0,0.0,0.0,0.0,0.0,19611.0,0.0,13986.0,1.0,3390.963333333333,2791.5733333333337,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1390.333333333333,792.3333333333335,0.0,1390.333333333333,792.3333333333335,1390.333333333333,1390.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2406.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.22,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1556.22,-2.7311500000000007e-14,0.0,0.0,0.0,0.0,0.0,243.3333333333333,0.0,0.0,0.0,0.0,243.3333333333333,0.0,0.0,1556.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20628.0,15.0,161670448.0,0.0,0.0,0.0,0.0,0.0,0.0,20585.0,0.0,20585.0,1.0,1556.22,1556.22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1749.11,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1865.72,34.457777766666695,-0.011529272300000004,0.0005111433333333334,2.914485166666667e-07,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1710.2399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18107.0,95.0,84481436.0,0.0,0.0,0.0,0.0,0.0,0.0,20592.0,0.0,18107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1749.11,1865.72,1.0,1749.11,1865.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666667,467.9066666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47175.31333333333,0.0,0
